Player,"Tm","Year","WS","VORP"
Corey Maggette,"DET",2012,0.1,-0.3
Ian Mahinmi,"IND",2012,2.3,-0.2
Shawn Marion,"DAL",2012,5.3,2.4
Kendall Marshall,"PHO",2012,-0.2,-0.9
Cartier Martin,"WAS",2012,0.7,-0.3
Kenyon Martin,"NYK",2012,1.2,0.3
Kevin Martin,"OKC",2012,7,1.3
Roger Mason,"NOH",2012,1.4,0.1
Wesley Matthews,"POR",2012,4.7,2
Jason Maxiell,"DET",2012,1.8,-0.3
Eric Maynor,"TOT",2012,0.2,-1.3
O.J. Mayo,"DAL",2012,4.2,1.7
Luc Mbah a Moute,"MIL",2012,0.5,-0.7
JaVale McGee,"DEN",2012,4.9,1.2
Dominic McGuire,"TOT",2012,0.3,0
Josh McRoberts,"TOT",2012,2.2,0.4
Jodie Meeks,"LAL",2012,3,0.5
Fab Melo,"BOS",2012,0,0
Khris Middleton,"DET",2012,0.9,0
C.J. Miles,"CLE",2012,2.6,0.3
Darko Milicic,"BOS",2012,-0.1,0
Andre Miller,"DEN",2012,5.4,1
Darius Miller,"NOH",2012,0.5,0
Mike Miller,"MIA",2012,2.6,0.6
Quincy Miller,"DEN",2012,0,0
Patty Mills,"SAS",2012,1.5,0.3
Paul Millsap,"UTA",2012,7.6,3.5
Nazr Mohammed,"CHI",2012,1.2,-0.1
Greg Monroe,"DET",2012,5.9,3
ETwaun Moore,"ORL",2012,0.2,-0.5
Darius Morris,"LAL",2012,0.2,-0.4
Marcus Morris,"TOT",2012,1.8,0
Markieff Morris,"PHO",2012,1.7,0.5
Anthony Morrow,"TOT",2012,0.7,-0.2
Donatas Motiejunas,"HOU",2012,0.7,-0.1
Arnett Moultrie,"PHI",2012,1.7,0
Timofey Mozgov,"DEN",2012,0.7,0
Byron Mullens,"CHA",2012,0.1,-0.6
Kevin Murphy,"UTA",2012,-0.3,-0.2
Troy Murphy,"DAL",2012,0.3,0
Steve Nash,"LAL",2012,4.3,0.4
Gary Neal,"SAS",2012,1.9,-0.2
Jameer Nelson,"ORL",2012,2.1,0.9
Andrew Nicholson,"ORL",2012,1.7,-0.8
Joakim Noah,"CHI",2012,7.3,4.4
Steve Novak,"NYK",2012,4,0.8
Dirk Nowitzki,"DAL",2012,5,1.5
Jermaine ONeal,"PHO",2012,2,0
Kyle OQuinn,"ORL",2012,1.4,0.2
Lamar Odom,"LAC",2012,2.7,1.3
Tim Ohlbrecht,"HOU",2012,-0.1,0
Emeka Okafor,"WAS",2012,4.5,0.5
Daniel Orton,"OKC",2012,0.3,0
Travis Outlaw,"SAC",2012,0.3,-0.3
Zaza Pachulia,"ATL",2012,2.7,0.6
Jannero Pargo,"TOT",2012,-0.2,-0.4
Jeremy Pargo,"TOT",2012,0,-0.7
Tony Parker,"SAS",2012,9.3,2.6
Chandler Parsons,"HOU",2012,7,3.3
Patrick Patterson,"TOT",2012,4.1,0.8
Chris Paul,"LAC",2012,13.9,5.6
Sasha Pavlovic,"POR",2012,0.1,-0.1
Nikola Pekovic,"MIN",2012,6.7,1.2
Kendrick Perkins,"OKC",2012,2.5,0.8
Johan Petro,"ATL",2012,0.4,-0.2
Paul Pierce,"BOS",2012,7.2,3.4
Mickael Pietrus,"TOR",2012,0,-0.2
Dexter Pittman,"TOT",2012,-0.1,-0.1
Miles Plumlee,"IND",2012,0,-0.1
Quincy Pondexter,"MEM",2012,3.2,0.8
A.J. Price,"WAS",2012,2.2,0.1
Ronnie Price,"POR",2012,-0.2,-0.4
Pablo Prigioni,"NYK",2012,3.2,0.8
Tayshaun Prince,"TOT",2012,3.6,0.3
Joel Przybilla,"MIL",2012,0,-0.1
Chris Quinn,"CLE",2012,-0.2,-0.2
Vladimir Radmanovic,"CHI",2012,0.1,0
Anthony Randolph,"DEN",2012,0.5,0
Shavlik Randolph,"BOS",2012,0.7,0
Zach Randolph,"MEM",2012,7.9,1.4
J.J. Redick,"TOT",2012,4.5,0.6
Jason Richardson,"PHI",2012,1.4,0.3
Quentin Richardson,"NYK",2012,-0.1,-0.1
Luke Ridnour,"MIN",2012,4.3,1
Austin Rivers,"NOH",2012,-1.1,-1.3
Brian Roberts,"NOH",2012,2.2,-0.2
Nate Robinson,"CHI",2012,5.9,1.9
Thomas Robinson,"TOT",2012,-0.1,-0.7
Rajon Rondo,"BOS",2012,3.2,1.3
Terrence Ross,"TOR",2012,0.9,-0.3
Brandon Roy,"MIN",2012,0,-0.1
Ricky Rubio,"MIN",2012,3,1.6
Brandon Rush,"GSW",2012,0,0
Robert Sacre,"LAL",2012,-0.1,-0.3
John Salmons,"SAC",2012,1.6,0.1
Samardo Samuels,"CLE",2012,-0.1,-0.3
Larry Sanders,"MIL",2012,6,2.2
Luis Scola,"PHO",2012,4.4,1.1
Mike Scott,"ATL",2012,0.9,-0.4
Thabo Sefolosha,"OKC",2012,6.8,3.1
Josh Selby,"MEM",2012,-0.2,-0.1
Kevin Seraphin,"WAS",2012,0.1,-1.6
Ramon Sessions,"CHA",2012,2.9,0
Tornike Shengelia,"BRK",2012,0,-0.1
Iman Shumpert,"NYK",2012,1.9,0.7
Alexey Shved,"MIN",2012,0.8,-0.1
Henry Sims,"NOH",2012,0,0
Kyle Singler,"DET",2012,2.3,0.1
Chris Singleton,"WAS",2012,0.5,-0.3
Donald Sloan,"TOT",2012,0.1,-0.3
Greg Smith,"HOU",2012,4,0.4
Ish Smith,"TOT",2012,-0.4,-0.5
J.R. Smith,"NYK",2012,6.7,2.2
Jason Smith,"NOH",2012,1.7,0
Josh Smith,"ATL",2012,4.2,2.8
Nolan Smith,"POR",2012,-0.5,-0.5
Marreese Speights,"TOT",2012,2.8,-0.5
Tiago Splitter,"SAS",2012,8.2,2.5
Jerry Stackhouse,"BRK",2012,0.4,-0.3
Lance Stephenson,"IND",2012,5.5,1.7
DeShawn Stevenson,"ATL",2012,1.5,0.1
Greg Stiemsma,"MIN",2012,1.7,0.2
Julyan Stone,"DEN",2012,0.1,0
Amare Stoudemire,"NYK",2012,2.7,0.1
Rodney Stuckey,"DET",2012,2.5,-0.3
Jared Sullinger,"BOS",2012,2.7,0.3
DaJuan Summers,"LAC",2012,0,0
Jeffery Taylor,"CHA",2012,1.2,-0.5
Tyshawn Taylor,"BRK",2012,-0.4,-0.3
Jeff Teague,"ATL",2012,6.1,0.8
Marquis Teague,"CHI",2012,-0.3,-0.5
Mirza Teletovic,"BRK",2012,0.9,0.1
Sebastian Telfair,"TOT",2012,0.8,-0.2
Garrett Temple,"WAS",2012,1.2,0.2
Jason Terry,"BOS",2012,4,0.7
Hasheem Thabeet,"OKC",2012,2.2,0.5
Isaiah Thomas,"SAC",2012,5,1
Kurt Thomas,"NYK",2012,1.1,0.2
Lance Thomas,"NOH",2012,1.2,-0.1
Malcolm Thomas,"TOT",2012,0.2,0
Tyrus Thomas,"CHA",2012,-0.2,-0.4
Jason Thompson,"SAC",2012,3.6,0
Klay Thompson,"GSW",2012,4.3,1.4
Tristan Thompson,"CLE",2012,5.2,1
Marcus Thornton,"SAC",2012,3.2,0.6
Jamaal Tinsley,"UTA",2012,0.9,-0.3
Anthony Tolliver,"ATL",2012,1.2,-0.3
P.J. Tucker,"PHO",2012,2.9,0.8
Ronny Turiaf,"LAC",2012,1.1,0.3
Hedo Turkoglu,"ORL",2012,-0.5,-0.3
Evan Turner,"PHI",2012,2.1,-0.1
Jeremy Tyler,"TOT",2012,-0.1,-0.2
Ekpe Udoh,"MIL",2012,2.7,0.5
Beno Udrih,"TOT",2012,2.2,-0.4
Jonas Valanciunas,"TOR",2012,3.9,0.6
Anderson Varejao,"CLE",2012,3.3,1.5
Jarvis Varnado,"TOT",2012,-0.1,-0.1
Greivis Vasquez,"NOH",2012,3.8,1.4
Jan Vesely,"WAS",2012,0.7,-0.1
Charlie Villanueva,"DET",2012,1.6,0.1
Nikola Vucevic,"ORL",2012,5.7,1.6
Dwyane Wade,"MIA",2012,9.6,3.5
Dion Waiters,"CLE",2012,0.9,-0.5
Kemba Walker,"CHA",2012,4.8,2.5
John Wall,"WAS",2012,4.5,2.2
Gerald Wallace,"BRK",2012,3.1,2
Rasheed Wallace,"NYK",2012,0.6,-0.1
Luke Walton,"CLE",2012,0.8,0.2
Hakim Warrick,"TOT",2012,0,-0.6
C.J. Watson,"BRK",2012,3.8,1.2
Earl Watson,"UTA",2012,0,-0.5
Maalik Wayns,"TOT",2012,-0.3,-0.4
Martell Webster,"WAS",2012,6.3,1.9
David West,"IND",2012,9.1,3.3
Russell Westbrook,"OKC",2012,11.6,5.1
D.J. White,"BOS",2012,0.2,0
James White,"NYK",2012,0.5,-0.2
Chris Wilcox,"BOS",2012,3.1,0.7
Damien Wilkins,"PHI",2012,1.9,-0.1
Deron Williams,"BRK",2012,10.9,3.9
Derrick Williams,"MIN",2012,3,-0.8
Lou Williams,"ATL",2012,2.4,0.4
Marvin Williams,"UTA",2012,2.3,0.3
Mo Williams,"UTA",2012,1.8,0.2
Reggie Williams,"CHA",2012,0.3,-0.1
Terrence Williams,"BOS",2012,0.3,-0.1
Metta World Peace,"LAL",2012,4.6,2.2
Brandan Wright,"DAL",2012,4.1,1
Chris Wright2,"DAL",2012,0,0
Dorell Wright,"PHI",2012,4.9,1.5
Tony Wroten,"MEM",2012,0.1,-0.2
Nick Young,"PHI",2012,2.3,-0.2
Sam Young,"IND",2012,0.9,-0.1
Thaddeus Young,"PHI",2012,7.4,2.5
Luke Zeller,"PHO",2012,-0.1,-0.1
Tyler Zeller,"CLE",2012,2,-0.1
Quincy Acy,"TOT",2013,1.5,0.2
Steven Adams,"OKC",2013,2.9,0.7
Jeff Adrien,"TOT",2013,2.7,0.2
Arron Afflalo,"ORL",2013,5.3,0.9
Alexis Ajinca,"NOP",2013,2.1,0.3
Cole Aldrich,"NYK",2013,1.2,0.3
LaMarcus Aldridge,"POR",2013,7.5,1.5
Lavoy Allen,"TOT",2013,1.5,-0.2
Ray Allen,"MIA",2013,4.1,1
Tony Allen,"MEM",2013,2.7,1.4
Al-Farouq Aminu,"NOP",2013,3.1,0.9
Lou Amundson,"TOT",2013,0.1,0
Chris Andersen,"MIA",2013,6,1.3
Alan Anderson,"BRK",2013,1.7,-0.1
James Anderson,"PHI",2013,1.9,-0.3
Ryan Anderson,"NOP",2013,2.3,0.4
Giannis Antetokounmpo,"MIL",2013,1.2,0.1
Carmelo Anthony,"NYK",2013,10.7,4.2
Joel Anthony,"TOT",2013,0.2,-0.1
Pero Antic,"ATL",2013,1.4,0.1
Trevor Ariza,"WAS",2013,8,3.6
Hilton Armstrong,"GSW",2013,0.3,0.1
Darrell Arthur,"DEN",2013,0.7,-0.2
Omer Asik,"HOU",2013,2.4,-0.1
D.J. Augustin,"TOT",2013,6.2,1.2
Gustavo Ayon,"ATL",2013,0.7,0.2
Jeff Ayres,"SAS",2013,2.4,0.6
Chris Babb,"BOS",2013,0,-0.1
Luke Babbitt,"NOP",2013,0.7,0.1
Leandro Barbosa,"PHO",2013,0.4,-0.2
J.J. Barea,"MIN",2013,0.7,-0.6
Andrea Bargnani,"NYK",2013,1.5,-0.1
Harrison Barnes,"GSW",2013,3.2,0.3
Matt Barnes,"LAC",2013,3.5,1.5
Will Barton,"POR",2013,0.6,-0.1
Brandon Bass,"BOS",2013,5.1,0.5
Shane Battier,"MIA",2013,2.4,1.1
Nicolas Batum,"POR",2013,7.9,4.6
Jerryd Bayless,"TOT",2013,2.4,0.1
Aron Baynes,"SAS",2013,0.6,-0.2
Kent Bazemore,"TOT",2013,0.2,-0.1
Bradley Beal,"WAS",2013,4,0.5
Michael Beasley,"MIA",2013,1.6,-0.3
Marco Belinelli,"SAS",2013,5.9,1.9
Anthony Bennett,"CLE",2013,-0.4,-0.9
Patrick Beverley,"HOU",2013,4.2,2
Andris Biedrins,"UTA",2013,0,-0.1
Chauncey Billups,"DET",2013,-0.3,-0.3
Bismack Biyombo,"CHA",2013,3.2,-0.1
DeJuan Blair,"DAL",2013,3.4,0.8
Steve Blake,"TOT",2013,1.8,0.2
Andray Blatche,"BRK",2013,3.7,0.8
Eric Bledsoe,"PHO",2013,4.1,1.8
Vander Blue,"BOS",2013,-0.1,0
Keith Bogans,"BOS",2013,0.1,0
Andrew Bogut,"GSW",2013,6.5,2.8
Matt Bonner,"SAS",2013,1.8,0.4
Trevor Booker,"WAS",2013,4.3,0.8
Carlos Boozer,"CHI",2013,3.4,-0.7
Chris Bosh,"MIA",2013,8,1.6
Avery Bradley,"BOS",2013,1.8,-0.2
Elton Brand,"ATL",2013,3.6,0.9
Corey Brewer,"MIN",2013,5.2,2.4
Ronnie Brewer,"TOT",2013,0,-0.1
Aaron Brooks,"TOT",2013,2.2,0.2
MarShon Brooks,"TOT",2013,0.4,-0.1
Lorenzo Brown,"PHI",2013,-0.3,-0.3
Shannon Brown,"TOT",2013,-0.3,-0.3
Kobe Bryant,"LAL",2013,-0.4,-0.2
Chase Budinger,"MIN",2013,0.9,-0.1
Reggie Bullock,"LAC",2013,0.2,-0.3
Trey Burke,"UTA",2013,0.9,-0.3
Alec Burks,"UTA",2013,3.2,0.5
Caron Butler,"TOT",2013,1.8,0
Jimmy Butler,"CHI",2013,7.1,2.9
Rasual Butler,"IND",2013,1.1,0.1
Dwight Buycks,"TOR",2013,0,-0.1
Andrew Bynum,"TOT",2013,0.4,-0.2
Will Bynum,"DET",2013,1,-0.4
Nick Calathes,"MEM",2013,1.5,0.3
Jose Calderon,"DAL",2013,6.3,2.1
Kentavious Caldwell-Pope,"DET",2013,1.8,0
Isaiah Canaan,"HOU",2013,0.2,-0.1
DeMarre Carroll,"ATL",2013,5.8,2.4
Vince Carter,"DAL",2013,4.3,1.6
Michael Carter-Williams,"PHI",2013,1.3,1.1
Omri Casspi,"HOU",2013,2.4,0.4
Mario Chalmers,"MIA",2013,4.8,1.7
Tyson Chandler,"NYK",2013,4.9,1.4
Wilson Chandler,"DEN",2013,3.1,1.1
Josh Childress,"NOP",2013,0,0
Dionte Christmas,"PHO",2013,0.3,-0.1
Earl Clark,"TOT",2013,0.3,-0.5
Ian Clark,"UTA",2013,-0.1,-0.1
Victor Claver,"POR",2013,0.2,0
Norris Cole,"MIA",2013,1.2,-0.5
Jason Collins,"BRK",2013,0.1,-0.1
Darren Collison,"LAC",2013,5.9,1.6
Nick Collison,"OKC",2013,3.6,0.9
Mike Conley,"MEM",2013,8.2,3.3
Chris Copeland,"IND",2013,1,0.2
DeMarcus Cousins,"SAC",2013,7.9,3.9
Robert Covington,"HOU",2013,0.1,0
Allen Crabbe,"POR",2013,0.1,-0.1
Jamal Crawford,"LAC",2013,5.3,1.2
Jordan Crawford,"TOT",2013,2.8,0.1
Jae Crowder,"DAL",2013,2.3,0.8
Dante Cunningham,"MIN",2013,2.9,0.8
Jared Cunningham,"TOT",2013,0.1,-0.1
Seth Curry,"TOT",2013,0,0
Stephen Curry,"GSW",2013,13.4,6.7
Samuel Dalembert,"DAL",2013,4.9,1.1
Troy Daniels,"HOU",2013,0.2,0
Luigi Datome,"DET",2013,-0.1,-0.3
Brandon Davies,"PHI",2013,0.1,-0.6
Anthony Davis,"NOP",2013,10.4,3.9
Ed Davis,"MEM",2013,2.6,0.2
Glen Davis,"TOT",2013,2,-0.2
Austin Daye,"TOT",2013,0.1,0
Nando De Colo,"TOT",2013,1,0.2
Dewayne Dedmon,"TOT",2013,0.6,-0.4
Matthew Dellavedova,"CLE",2013,2.1,0
Luol Deng,"TOT",2013,4.5,1.2
DeMar DeRozan,"TOR",2013,8.8,2
Boris Diaw,"SAS",2013,4.9,1.8
Gorgui Dieng,"MIN",2013,2.2,0.5
Toney Douglas,"TOT",2013,0.9,-0.1
Chris Douglas-Roberts,"CHA",2013,2.4,0.5
Goran Dragic,"PHO",2013,10.3,4
Andre Drummond,"DET",2013,9.9,2.4
Jared Dudley,"LAC",2013,2.4,0.5
Tim Duncan,"SAS",2013,7.4,2.8
Mike Dunleavy,"CHI",2013,6.5,1.8
Kevin Durant,"OKC",2013,19.2,8.5
Shane Edwards,"CLE",2013,0,0
Wayne Ellington,"DAL",2013,0.7,0
Monta Ellis,"DAL",2013,4.9,1.5
Melvin Ely,"NOP",2013,0,0
Jeremy Evans,"UTA",2013,2.8,0.6
Reggie Evans,"TOT",2013,1.5,-0.4
Tyreke Evans,"NOP",2013,3.1,1.4
Kenneth Faried,"DEN",2013,6.5,1.8
Jordan Farmar,"LAL",2013,0.7,0.2
Vitor Faverani,"BOS",2013,0.3,-0.1
Derrick Favors,"UTA",2013,5.1,1.5
Carrick Felix,"CLE",2013,0,0
Raymond Felton,"NYK",2013,2.2,0.5
Landry Fields,"TOR",2013,0.4,-0.1
Derek Fisher,"OKC",2013,3.1,0.5
Evan Fournier,"DEN",2013,1.4,-0.2
Randy Foye,"DEN",2013,4.6,1.8
Jamaal Franklin,"MEM",2013,0,-0.1
Jimmer Fredette,"TOT",2013,0.8,0
Joel Freeland,"POR",2013,1.4,0.2
Channing Frye,"PHO",2013,5.3,1.8
Francisco Garcia,"HOU",2013,1.8,0.5
Kevin Garnett,"BRK",2013,1.2,0
Diante Garrett,"UTA",2013,-0.8,-0.8
Marc Gasol,"MEM",2013,5.6,2.4
Pau Gasol,"LAL",2013,3,1.3
Rudy Gay,"TOT",2013,4.8,1.8
Alonzo Gee,"CLE",2013,0.9,-0.2
Paul George,"IND",2013,10.8,4.9
Taj Gibson,"CHI",2013,5.7,0.5
Manu Ginobili,"SAS",2013,5.7,2.4
Rudy Gobert,"UTA",2013,0.4,-0.3
Ryan Gomes,"OKC",2013,0,-0.1
Drew Gooden,"WAS",2013,1.4,0.1
Archie Goodwin,"PHO",2013,0.2,-0.3
Ben Gordon,"CHA",2013,-0.3,-0.3
Eric Gordon,"NOP",2013,2.5,0.4
Marcin Gortat,"WAS",2013,8.1,2
Danny Granger,"TOT",2013,1.3,-0.2
Aaron Gray,"TOT",2013,0.1,-0.1
Danny Green,"SAS",2013,4.2,2.2
Draymond Green,"GSW",2013,4.5,2.2
Gerald Green,"PHO",2013,6.1,1.8
Jeff Green,"BOS",2013,3.3,0
Willie Green,"LAC",2013,0.5,-0.3
Blake Griffin,"LAC",2013,12.2,4.8
Jorge Gutierrez,"BRK",2013,0.2,-0.1
Jordan Hamilton,"TOT",2013,1.6,0.3
Justin Hamilton,"TOT",2013,0.1,0
Tyler Hansbrough,"TOR",2013,3,0
Tim Hardaway,"NYK",2013,3.1,-0.1
James Harden,"HOU",2013,12.8,5.4
Maurice Harkless,"ORL",2013,2.8,1
Josh Harrellson,"DET",2013,0.7,0.1
Al Harrington,"WAS",2013,0.4,-0.3
Devin Harris,"DAL",2013,1.6,0.1
Elias Harris,"LAL",2013,0,0
Manny Harris,"LAL",2013,0,-0.1
Mike Harris,"UTA",2013,0.5,0.1
Tobias Harris,"ORL",2013,4.1,0.1
Udonis Haslem,"MIA",2013,1.1,-0.5
Spencer Hawes,"TOT",2013,4.5,1.6
Chuck Hayes,"TOT",2013,1.4,0.3
Gordon Hayward,"UTA",2013,3.6,2.1
Gerald Henderson,"CHA",2013,3.6,0.2
Xavier Henry,"LAL",2013,0.3,-0.4
John Henson,"MIL",2013,3.3,1.1
Roy Hibbert,"IND",2013,5.4,1.1
J.J. Hickson,"DEN",2013,3.3,0.6
Nene Hilario,"WAS",2013,3.2,0.9
George Hill,"IND",2013,7.8,2.7
Jordan Hill,"LAL",2013,4.4,0.5
Solomon Hill,"IND",2013,0.4,0
Kirk Hinrich,"CHI",2013,3.8,0.6
Jrue Holiday,"NOP",2013,1.5,0.8
Ryan Hollins,"LAC",2013,1.3,0.2
Scotty Hopson,"CLE",2013,-0.1,0
Al Horford,"ATL",2013,2.8,1.1
Dwight Howard,"HOU",2013,8,2.4
Robbie Hummel,"MIN",2013,1.1,0
Kris Humphries,"BOS",2013,4.1,0.7
Serge Ibaka,"OKC",2013,9.6,2.6
Andre Iguodala,"GSW",2013,5.8,2.6
Ersan Ilyasova,"MIL",2013,1.6,-0.5
Kyrie Irving,"CLE",2013,6.7,3.3
Royal Ivey,"OKC",2013,0,0
Jarrett Jack,"CLE",2013,2.3,-0.2
Reggie Jackson,"OKC",2013,4.9,0.9
Stephen Jackson,"LAC",2013,-0.2,-0.1
Bernard James,"DAL",2013,0.1,-0.1
Damion James,"SAS",2013,0,0
LeBron James,"MIA",2013,15.9,8
Mike James,"CHI",2013,-0.1,-0.2
Antawn Jamison,"LAC",2013,0.1,-0.2
Othyus Jeffers,"TOT",2013,0.1,0
Al Jefferson,"CHA",2013,7.8,2.5
Richard Jefferson,"UTA",2013,2.7,0.3
John Jenkins,"ATL",2013,-0.1,-0.2
Brandon Jennings,"DET",2013,3.9,1
Jonas Jerebko,"DET",2013,1.4,0
Amir Johnson,"TOR",2013,6.3,2.6
Chris Johnson2,"BOS",2013,1.4,0.2
James Johnson,"MEM",2013,3,1.6
Joe Johnson,"BRK",2013,4.9,1.2
Orlando Johnson,"TOT",2013,0.1,-0.4
Wesley Johnson,"LAL",2013,1.9,1.2
Darius Johnson-Odom,"PHI",2013,-0.2,-0.1
James Jones,"MIA",2013,0.7,0.1
Perry Jones,"OKC",2013,1.5,-0.1
Solomon Jones,"ORL",2013,0,-0.1
Terrence Jones,"HOU",2013,7.3,2.2
DeAndre Jordan,"LAC",2013,11.1,4.4
Cory Joseph,"SAS",2013,2.9,0.6
Chris Kaman,"LAL",2013,0.5,-0.1
Enes Kanter,"UTA",2013,2.2,-1
Sergey Karasev,"CLE",2013,-0.1,-0.2
Ryan Kelly,"LAL",2013,2.2,0.6
Michael Kidd-Gilchrist,"CHA",2013,3.1,0.4
Andrei Kirilenko,"BRK",2013,1.3,0.4
Brandon Knight,"MIL",2013,2.8,0.7
Kyle Korver,"ATL",2013,5.9,2.5
Kosta Koufos,"MEM",2013,3.5,0.4
Viacheslav Kravtsov,"PHO",2013,0,-0.1
Ognjen Kuzmic,"GSW",2013,0,-0.1
Doron Lamb,"ORL",2013,0.5,-0.4
Jeremy Lamb,"OKC",2013,3.3,0.3
Carl Landry,"SAC",2013,0.4,-0.2
Shane Larkin,"DAL",2013,-0.1,-0.3
Ty Lawson,"DEN",2013,6.3,2.1
Ricky Ledo,"DAL",2013,0,0
Courtney Lee,"TOT",2013,4.7,1.2
David Lee,"GSW",2013,7.6,1.6
Alex Len,"PHO",2013,0.2,-0.4
Kawhi Leonard,"SAS",2013,7.7,3.8
Meyers Leonard,"POR",2013,0.6,-0.1
Jon Leuer,"MEM",2013,2,0.1
Rashard Lewis,"MIA",2013,1.7,0.5
DeAndre Liggins,"MIA",2013,0,0
Damian Lillard,"POR",2013,9.6,3.5
Jeremy Lin,"HOU",2013,4.4,0.9
Shaun Livingston,"BRK",2013,4.4,1.3
Brook Lopez,"BRK",2013,2.3,0.4
Robin Lopez,"POR",2013,9.5,3.3
Kevin Love,"MIN",2013,14.3,7.3
Kyle Lowry,"TOR",2013,11.7,5.7
John Lucas III,"UTA",2013,-0.7,-0.7
Shelvin Mack,"ATL",2013,2.3,-0.1
Ian Mahinmi,"IND",2013,3.3,0.7
Shawn Marion,"DAL",2013,4.3,1.9
Kendall Marshall,"LAL",2013,0.9,-1
Cartier Martin,"TOT",2013,1.3,-0.2
Kenyon Martin,"NYK",2013,1.2,0.5
Kevin Martin,"MIN",2013,5.3,0.8
Roger Mason,"MIA",2013,0.3,-0.1
Wesley Matthews,"POR",2013,8.2,3.1
Jason Maxiell,"ORL",2013,0.3,-0.4
Eric Maynor,"TOT",2013,-0.4,-0.5
O.J. Mayo,"MIL",2013,0.1,-0.7
Luc Mbah a Moute,"TOT",2013,1,-0.1
Ray McCallum,"SAC",2013,0.4,-0.5
CJ McCollum,"POR",2013,0.2,-0.3
JaVale McGee,"DEN",2013,-0.1,-0.1
Ben McLemore,"SAC",2013,0.8,-0.6
Josh McRoberts,"CHA",2013,6.5,2.9
Jodie Meeks,"LAL",2013,4.5,1.8
Gal Mekel,"DAL",2013,-0.4,-0.5
Khris Middleton,"MIL",2013,2.7,0.3
C.J. Miles,"CLE",2013,2.5,0.7
Andre Miller,"TOT",2013,2.2,0.1
Darius Miller,"NOP",2013,0.8,-0.1
Mike Miller,"MEM",2013,3.9,0.9
Quincy Miller,"DEN",2013,0,-0.4
Patty Mills,"SAS",2013,5.6,2
Paul Millsap,"ATL",2013,6.7,3.2
Tony Mitchell1,"DET",2013,0.2,0.1
Tony Mitchell2,"MIL",2013,0.1,0
Nazr Mohammed,"CHI",2013,0.8,-0.2
Greg Monroe,"DET",2013,5.9,1.6
ETwaun Moore,"ORL",2013,1.7,-0.1
Darius Morris,"TOT",2013,0,-0.3
Marcus Morris,"PHO",2013,4.2,1
Markieff Morris,"PHO",2013,6.4,1.6
Anthony Morrow,"NOP",2013,2.4,-0.1
Donatas Motiejunas,"HOU",2013,1.4,-0.4
Arnett Moultrie,"PHI",2013,0,-0.2
Timofey Mozgov,"DEN",2013,4.5,0.7
Shabazz Muhammad,"MIN",2013,0.3,-0.3
Byron Mullens,"TOT",2013,0.5,-0.1
Erik Murphy,"CHI",2013,-0.1,-0.1
Toure Murry,"NYK",2013,0,-0.3
Mike Muscala,"ATL",2013,0.2,-0.2
Hamady NDiaye,"SAC",2013,0,0
Steve Nash,"LAL",2013,0.1,-0.3
Gary Neal,"TOT",2013,1,-0.7
Nemanja Nedovic,"GSW",2013,-0.4,-0.3
Jameer Nelson,"ORL",2013,2.8,0.5
Andrew Nicholson,"ORL",2013,0.6,-1.4
Joakim Noah,"CHI",2013,11.2,6.1
Steve Novak,"TOR",2013,1.4,0.2
Dirk Nowitzki,"DAL",2013,10.9,3.5
James Nunnally,"TOT",2013,-0.1,-0.2
Jermaine ONeal,"GSW",2013,2.7,0.2
Kyle OQuinn,"ORL",2013,2.5,0.7
Greg Oden,"MIA",2013,0.5,-0.1
Victor Oladipo,"ORL",2013,1.3,0.8
Kelly Olynyk,"BOS",2013,2.9,0.9
Arinze Onuaku,"TOT",2013,0,0
Daniel Orton,"PHI",2013,0.3,-0.1
Travis Outlaw,"SAC",2013,1.4,-0.1
Zaza Pachulia,"MIL",2013,1.7,0.4
Jannero Pargo,"CHA",2013,0.5,0.2
Tony Parker,"SAS",2013,5.9,0.8
Chandler Parsons,"HOU",2013,7.6,3.2
Patrick Patterson,"TOT",2013,3.8,1.3
Chris Paul,"LAC",2013,12.2,5.2
Nikola Pekovic,"MIN",2013,5.9,0.9
Kendrick Perkins,"OKC",2013,0.8,-0.2
Paul Pierce,"BRK",2013,5.2,1.8
Dexter Pittman,"ATL",2013,0,0
Mason Plumlee,"BRK",2013,4.7,1.4
Miles Plumlee,"PHO",2013,4,0.2
Quincy Pondexter,"MEM",2013,0.4,0
Otto Porter,"WAS",2013,0,-0.4
Josh Powell,"HOU",2013,0,-0.1
Phil Pressey,"BOS",2013,0.1,-0.7
A.J. Price,"MIN",2013,0,-0.1
Ronnie Price,"ORL",2013,-0.1,-0.2
Pablo Prigioni,"NYK",2013,3.4,0.8
Tayshaun Prince,"MEM",2013,1.5,-0.3
Miroslav Raduljica,"MIL",2013,1.1,0
Anthony Randolph,"DEN",2013,0.6,0
Shavlik Randolph,"PHO",2013,0.1,-0.1
Zach Randolph,"MEM",2013,6.4,1.7
J.J. Redick,"LAC",2013,3,0.7
Glen Rice,"WAS",2013,-0.1,-0.1
Luke Ridnour,"TOT",2013,0.1,-0.9
Austin Rivers,"NOP",2013,0.6,-0.7
Andre Roberson,"OKC",2013,0.8,0.2
Brian Roberts,"NOP",2013,2.2,-0.4
Nate Robinson,"DEN",2013,1.8,0.4
Thomas Robinson,"POR",2013,1.6,-0.3
Rajon Rondo,"BOS",2013,1.1,0.5
Derrick Rose,"CHI",2013,-0.2,-0.2
Terrence Ross,"TOR",2013,4.2,1
