Player,"Tm","Year","WS","VORP"
Tiny Archibald,"BOS",1978,1.6,-1.1
Tate Armstrong,"CHI",1978,-0.1,-0.3
Dennis Awtrey,"TOT",1978,0.7,-0.1
Gus Bailey,"NOJ",1978,0,0
Greg Ballard,"WSB",1978,3.9,1.1
Mike Bantom,"IND",1978,5.2,2.1
Tom Barker,"TOT",1978,0.3,-0.4
Marvin Barnes,"BOS",1978,1,0.3
Rick Barry,"HOU",1978,4.2,1.1
Tim Bassett,"NJN",1978,1.4,0
Butch Beard,"NYK",1978,0,-0.1
Ron Behagen,"TOT",1978,0.2,-0.1
Kent Benson,"MIL",1978,6.4,2.6
Del Beshore,"MIL",1978,0,0
Henry Bibby,"PHI",1978,3.7,-0.2
Bob Bigelow,"SDC",1978,0,-0.2
Otis Birdsong,"KCK",1978,8.8,3.3
Ron Boone,"LAL",1978,0.4,-0.8
Tom Boswell,"DEN",1978,5.6,2.4
Dennis Boyd,"DET",1978,-0.2,-0.1
Winford Boynes,"NJN",1978,0.6,-1
Alonzo Bradley,"HOU",1978,0.1,-0.2
Mike Bratz,"PHO",1978,1.7,-0.2
Jim Brewer,"TOT",1978,1.3,0.5
Ron Brewer,"POR",1978,5.6,1.2
Junior Bridgeman,"MIL",1978,5.5,1.3
Allan Bristow,"SAS",1978,3.5,1
Fred Brown,"SEA",1978,5.2,1.2
John Brown,"CHI",1978,1.7,-0.2
Joe Bryant,"PHI",1978,1.5,0
Quinn Buckner,"MIL",1978,2,0.7
Greg Bunch,"NYK",1978,0.1,0
Tom Burleson,"KCK",1978,2.7,0.4
Don Buse,"PHO",1978,5.4,1.8
Marty Byrnes,"TOT",1978,0.9,-0.6
Corky Calhoun,"IND",1978,2.3,0.1
Austin Carr,"CLE",1978,5,1
Kenny Carr,"LAL",1978,1.1,-0.6
M.L. Carr,"DET",1978,7.9,4.6
Ron Carter,"LAL",1978,0,-0.3
Harvey Catchings,"TOT",1978,1.1,0.1
Don Chaney,"BOS",1978,0.6,-0.1
Maurice Cheeks,"PHI",1978,4.9,1.6
Phil Chenier,"WSB",1978,-0.1,-0.5
Jim Chones,"CLE",1978,3.3,0.7
Jim Cleamons,"NYK",1978,3.4,0.2
E.C. Coleman,"HOU",1978,0.1,0
Doug Collins,"PHI",1978,4.2,0.6
Michael Cooper,"LAL",1978,0,0
Wayne Cooper,"GSW",1978,1.2,-0.6
Dave Corzine,"WSB",1978,1.1,0.2
Dave Cowens,"BOS",1978,4.8,2
Wesley Cox,"GSW",1978,-0.5,-0.6
Charlie Criss,"ATL",1978,0.1,-0.6
Geoff Crompton,"DEN",1978,-0.1,-0.2
Louie Dampier,"SAS",1978,1.6,-0.1
Bob Dandridge,"WSB",1978,8.7,3.4
Adrian Dantley,"LAL",1978,5.7,1.4
Brad Davis,"TOT",1978,0.6,-0.1
Harry Davis,"CLE",1978,0.3,-0.3
Johnny Davis,"IND",1978,5.2,0.6
Walter Davis,"PHO",1978,9.4,3.9
Darryl Dawkins,"PHI",1978,4.6,0.6
Coby Dietrick,"SAS",1978,4.1,1.5
Jacky Dorsey,"HOU",1978,0.2,-0.1
Leon Douglas,"DET",1978,3.1,-0.1
John Drew,"ATL",1978,8.9,2
Charles Dudley,"CHI",1978,-0.1,-0.4
Mike Dunleavy,"HOU",1978,3.4,0.2
T.R. Dunn,"POR",1978,3.7,0.8
James Edwards,"IND",1978,7.1,0.8
Bob Elliott,"NJN",1978,0.7,0
Bo Ellis,"DEN",1978,0.5,-0.1
Len Elmore,"IND",1978,2.1,0.5
Alex English,"IND",1978,7,3.2
Ray Epps,"GSW",1978,0.1,-0.1
Julius Erving,"PHI",1978,7.9,4
Chris Ford,"TOT",1978,3.5,1
Don Ford,"LAL",1978,2.5,0.3
Phil Ford,"KCK",1978,5.7,1.2
Bayard Forrest,"PHO",1978,1.2,0.3
Walt Frazier,"CLE",1978,0.2,-0.1
World B. Free,"SDC",1978,10.1,2.5
Terry Furlow,"TOT",1978,3.3,0.4
Mike Gale,"SAS",1978,3.6,1
Gus Gerard,"TOT",1978,0.5,-0.2
George Gervin,"SAS",1978,11.4,3.7
John Gianelli,"MIL",1978,3,0.8
Artis Gilmore,"CHI",1978,12.7,5.6
Jack Givens,"ATL",1978,2.1,0.3
Mike Glenn,"NYK",1978,2.8,-0.1
Glen Gondrezick,"NYK",1978,2.7,1.2
Gail Goodrich,"NOJ",1978,2.2,-0.3
Mike Green,"SAS",1978,3.8,1.3
Rickey Green,"DET",1978,-0.1,-0.3
Steve Green,"IND",1978,0.4,0
Tommie Green,"NOJ",1978,-0.3,-0.7
Kevin Grevey,"WSB",1978,3.4,0.3
Paul Griffin,"NOJ",1978,1.6,0.4
Bob Gross,"POR",1978,2.9,1.3
Ernie Grunfeld,"MIL",1978,4.3,1.1
Lars Hansen,"SEA",1978,0.6,0
James Hardy,"NOJ",1978,1.3,0
Joe Hassett,"SEA",1978,0.9,-0.2
Steve Hawes,"ATL",1978,5.4,2.3
Bubbles Hawkins,"DET",1978,0.1,0.1
Elvin Hayes,"WSB",1978,9.4,2.9
Spencer Haywood,"TOT",1978,4.3,0.3
Gar Heard,"PHO",1978,2.6,0.3
Tom Henderson,"WSB",1978,4.5,0.9
Keith Herron,"ATL",1978,0,-0.1
Phil Hicks,"DEN",1978,0,-0.1
Kenny Higgs,"CLE",1978,2.2,0.3
Armond Hill,"ATL",1978,4.2,0.3
Darnell Hillman,"KCK",1978,2.6,0.6
Wilbur Holland,"CHI",1978,3.8,0.8
Lionel Hollins,"POR",1978,2.3,-0.1
Essie Hollis,"DET",1978,0.1,-0.1
Otis Howard,"TOT",1978,0.2,-0.1
Lou Hudson,"LAL",1978,3.3,0.2
Kim Hughes,"DEN",1978,2.2,1.1
Dan Issel,"DEN",1978,9.8,3.3
Phil Jackson,"NJN",1978,1.9,0.2
Aaron James,"NOJ",1978,1.7,-0.6
Charles Johnson,"WSB",1978,2.8,0.5
Clemon Johnson,"POR",1978,1.2,0.2
Dennis Johnson,"SEA",1978,6.6,2.3
Eddie Johnson1,"ATL",1978,6.3,1.8
George Johnson1,"NJN",1978,2.6,1.2
George Johnson2,"MIL",1978,2.5,0.8
John Johnson,"SEA",1978,2.7,0.6
Marques Johnson,"MIL",1978,12.2,5.1
Mickey Johnson,"CHI",1978,3.7,1.9
Ollie Johnson,"CHI",1978,3.1,0.5
Bobby Jones,"PHI",1978,7.7,3.4
Caldwell Jones,"PHI",1978,5,1.4
Dwight Jones,"HOU",1978,1.3,-0.3
Eddie Jordan,"NJN",1978,2.4,0.9
Jeff Judkins,"BOS",1978,3,0.5
Rich Kelley,"NOJ",1978,8.6,4.5
Larry Kenon,"SAS",1978,8.8,4.1
Bernard King,"NJN",1978,6.5,3.2
Billy Knight,"TOT",1978,3.7,0.1
Toby Knight,"NYK",1978,5.7,1
Joel Kramer,"PHO",1978,3,0.5
John Kuester,"DEN",1978,0,-0.2
Kevin Kunnert,"SDC",1978,2.3,0.8
Mitch Kupchak,"WSB",1978,5.9,1.2
Sam Lacey,"KCK",1978,6.5,4.2
Tom LaGarde,"SEA",1978,1.7,0.3
John Lambert,"CLE",1978,0.9,-0.4
Mark Landsberger,"CHI",1978,2.2,-0.7
Bob Lanier,"DET",1978,5.9,2.1
Butch Lee,"TOT",1978,2.6,-0.2
Ron Lee,"TOT",1978,0.3,0
Scott Lloyd,"TOT",1978,-0.6,-0.6
John Long,"DET",1978,3.6,0.2
John Lucas,"GSW",1978,7.9,2.2
Maurice Lucas,"POR",1978,6.2,1.7
Moses Malone,"HOU",1978,14.1,5.1
Pete Maravich,"NOJ",1978,0.1,-1.1
Cedric Maxwell,"BOS",1978,11.7,4.9
Scott May,"CHI",1978,-0.1,-0.3
Bob McAdoo,"TOT",1978,5.8,1.8
Ted McClain,"PHO",1978,0.5,-0.1
Jim McElroy,"NOJ",1978,4.9,1.2
George McGinnis,"DEN",1978,7.1,3.2
Billy McKinney,"KCK",1978,3,0
Tom McMillen,"ATL",1978,2.9,0
Jim McMillian,"POR",1978,0.5,0
Larry McNeill,"DET",1978,0.1,0
John Mengelt,"CHI",1978,3,-0.6
Joe Meriweather,"TOT",1978,2.3,0.1
Mike Mitchell,"CLE",1978,3.6,0.1
Steve Mix,"PHI",1978,4.9,1.4
Eric Money,"TOT",1978,2.7,0.1
Earl Monroe,"NYK",1978,2.5,-0.5
Glenn Mosley,"SAS",1978,0.3,0
Calvin Murphy,"HOU",1978,6.8,1.5
Bob Nash,"KCK",1978,1.1,-0.7
Swen Nater,"SDC",1978,5.5,1.4
Lloyd Neal,"POR",1978,-0.1,-0.1
Mike Newlin,"HOU",1978,2.9,0.2
Norm Nixon,"LAL",1978,9.6,3.1
Connie Norman,"SDC",1978,0.2,-0.3
Mark Olberding,"SAS",1978,4.2,0.8
John Olive,"SDC",1978,-0.2,-0.3
Tom Owens,"POR",1978,10.4,4.1
Robert Parish,"GSW",1978,7.1,2.5
Sonny Parker,"GSW",1978,7,3.6
Billy Paultz,"SAS",1978,5.1,1.6
Roger Phegley,"WSB",1978,0,-0.2
Stan Pietkiewicz,"SDC",1978,0,-0.1
Ben Poquette,"DET",1978,2.5,0.1
Kevin Porter,"DET",1978,6.2,0.2
Jim Price,"LAL",1978,1.8,0
Wayne Radford,"IND",1978,0.7,-0.2
Clifford Ray,"GSW",1978,3.8,1.3
Marlon Redmond,"TOT",1978,0.3,-0.3
Robert Reid,"HOU",1978,4.5,1.9
Kevin Restani,"MIL",1978,2.6,0.3
Micheal Ray Richardson,"NYK",1978,0.3,0.5
Anthony Roberts,"DEN",1978,1.7,-0.3
Tony Robertson,"GSW",1978,0,0
Rick Robey,"TOT",1978,3.1,0.2
Jackie Robinson,"SEA",1978,0.1,0
Truck Robinson,"TOT",1978,5.1,-0.1
Bill Robinzine,"KCK",1978,6.9,2
Dave Robisch,"LAL",1978,2.3,0
Tree Rollins,"ATL",1978,6.4,2.5
Dan Roundfield,"ATL",1978,8.7,3.6
Curtis Rowe,"BOS",1978,0,-0.7
John Rudd,"NYK",1978,0.6,-0.3
Campy Russell,"CLE",1978,6.7,2.9
Frankie Sanders,"TOT",1978,0.4,-0.2
Alvin Scott,"PHO",1978,4.4,1.5
Charlie Scott,"DEN",1978,1.9,-0.7
Lonnie Shelton,"SEA",1978,5.1,1.6
Steve Sheppard,"TOT",1978,0.1,-0.2
Purvis Short,"GSW",1978,2.6,0.1
Jack Sikma,"SEA",1978,8.8,3.1
James Silas,"SAS",1978,5.7,0.5
Paul Silas,"SEA",1978,3.9,1
Ralph Simpson,"TOT",1978,-0.2,-1
Al Skinner,"TOT",1978,1.2,0
Bingo Smith,"CLE",1978,2.1,-0.4
Elmore Smith,"CLE",1978,0.3,-0.1
Phil Smith,"GSW",1978,5.2,1.9
Randy Smith,"SDC",1978,5.8,1.6
Robert Smith,"DEN",1978,2.9,-0.1
Sam Smith,"MIL",1978,0.2,0
Willie Smith,"POR",1978,0.3,0
Dick Snyder,"SEA",1978,0.9,-0.3
Ricky Sobers,"IND",1978,4.3,1.5
Kevin Stacom,"TOT",1978,-0.8,-1
Larry Steele,"POR",1978,2,-0.1
Earl Tatum,"TOT",1978,0.7,-0.5
Brian Taylor,"SDC",1978,0.1,0
Ira Terrell,"TOT",1978,0.6,-0.2
Reggie Theus,"CHI",1978,3.2,0.1
David Thompson,"DEN",1978,9.5,2.2
Mychal Thompson,"POR",1978,4.4,1.7
Rudy Tomjanovich,"HOU",1978,6.2,1.3
Raymond Townsend,"GSW",1978,0.8,-0.5
Dave Twardzik,"POR",1978,5.1,0.9
Terry Tyler,"DET",1978,5.4,1.9
Wes Unseld,"WSB",1978,8.7,4.7
Jan van Breda Kolff,"NJN",1978,3.6,1.2
Norm Van Lier,"MIL",1978,1.1,-0.2
Andre Wakefield,"TOT",1978,-0.9,-0.8
Foots Walker,"CLE",1978,3.4,1.7
Wally Walker,"SEA",1978,1.8,0
Lloyd Walton,"MIL",1978,1.9,-0.5
Kermit Washington,"SDC",1978,6.9,3
Richard Washington,"KCK",1978,0,-0.2
Wilson Washington,"NJN",1978,1.8,-0.1
Slick Watts,"HOU",1978,1.2,0.2
Nick Weatherspoon,"SDC",1978,3.7,0.5
Marvin Webster,"NYK",1978,2.8,1.2
Scott Wedman,"KCK",1978,8.6,2.7
Paul Westphal,"PHO",1978,10.4,2.4
Jo Jo White,"TOT",1978,1.1,-0.8
Jerome Whitehead,"SDC",1978,0.1,-0.1
Sidney Wicks,"SDC",1978,1.5,0.1
Bob Wilkerson,"DEN",1978,2.9,0.9
Jamaal Wilkes,"LAL",1978,6.9,2.2
Earl Williams,"BOS",1978,0.4,-0.1
Freeman Williams,"SDC",1978,1.8,-0.7
Gus Williams,"SEA",1978,8.3,3.4
Nate Williams,"GSW",1978,2.9,0
Ray Williams,"NYK",1978,3.9,1.7
John Williamson,"NJN",1978,5.1,0.2
Rick Wilson,"ATL",1978,0.3,-0.1
Brian Winters,"MIL",1978,4.2,0.3
Larry Wright,"WSB",1978,3.5,0.6
Kareem Abdul-Jabbar,"LAL",1979,14.8,6.8
Tom Abernethy,"GSW",1979,2,0.1
Alvan Adams,"PHO",1979,7,3.5
Tiny Archibald,"BOS",1979,8.9,1.5
Dennis Awtrey,"CHI",1979,0.6,0.1
Gus Bailey,"WSB",1979,0.2,0
James Bailey,"SEA",1979,1,-0.3
Greg Ballard,"WSB",1979,6.9,2.7
Mike Bantom,"IND",1979,3.9,1.4
Marvin Barnes,"SDC",1979,0.1,-0.1
Rick Barry,"HOU",1979,3.4,1.2
Tim Bassett,"TOT",1979,0.1,-0.1
Billy Ray Bates,"POR",1979,0.9,0.3
Ron Behagen,"WSB",1979,0.1,0
Kent Benson,"TOT",1979,3.2,1.2
Del Beshore,"CHI",1979,-0.9,-1
Henry Bibby,"PHI",1979,3.4,-0.3
Larry Bird,"BOS",1979,11.2,5.4
Otis Birdsong,"KCK",1979,8.6,3.1
Ron Boone,"TOT",1979,1,-0.8
Lawrence Boston,"WSB",1979,0.2,-0.1
Tom Boswell,"TOT",1979,3.7,0.5
Winford Boynes,"NJN",1979,1.7,-0.1
Alonzo Bradley,"HOU",1979,-0.2,-0.2
Dudley Bradley,"IND",1979,3.1,1.4
Mike Bratz,"PHO",1979,1.5,-0.2
Jim Brewer,"POR",1979,2,0.8
Ron Brewer,"POR",1979,4.3,0.2
Junior Bridgeman,"MIL",1979,6.1,1.2
Allan Bristow,"UTA",1979,4.4,1.8
Fred Brown,"SEA",1979,4.9,0.6
John Brown,"TOT",1979,0.1,-0.4
Roger Brown,"CHI",1979,0.1,0
Joe Bryant,"SDC",1979,1.8,0.4
Quinn Buckner,"MIL",1979,4.4,1.8
Tom Burleson,"KCK",1979,-0.1,-0.2
Don Buse,"PHO",1979,4.6,1.5
Marty Byrnes,"LAL",1979,0,-0.2
Corky Calhoun,"IND",1979,0,0
Mack Calvin,"UTA",1979,1.4,-0.3
Austin Carr,"CLE",1979,2,-0.3
Kenny Carr,"TOT",1979,3.8,0.4
M.L. Carr,"BOS",1979,5.2,1.7
Bob Carrington,"SDC",1979,0,-0.1
Ron Carter,"IND",1979,-0.1,-0.2
Bill Cartwright,"NYK",1979,9.7,2.1
Harvey Catchings,"MIL",1979,2.6,1.3
Don Chaney,"BOS",1979,0.4,-0.1
Maurice Cheeks,"PHI",1979,7.9,2.8
Phil Chenier,"TOT",1979,0,-0.6
Jim Chones,"LAL",1979,3.5,0.1
Jim Cleamons,"TOT",1979,2.3,0
Doug Collins,"PHI",1979,1.9,-0.1
Jeff Cook,"PHO",1979,2.4,0.4
Michael Cooper,"LAL",1979,4,0.9
Wayne Cooper,"GSW",1979,2.8,-0.9
Hollis Copeland,"NYK",1979,1.2,0
Dave Corzine,"WSB",1979,0.9,0
John Coughran,"GSW",1979,-0.3,-0.3
Dave Cowens,"BOS",1979,5.4,1.8
Charlie Criss,"ATL",1979,2.8,-0.2
Terry Crosby,"KCK",1979,0,-0.1
Pat Cummings,"MIL",1979,2.5,0
Bob Dandridge,"WSB",1979,1.7,0.6
Adrian Dantley,"UTA",1979,10.5,3.8
Brad Davis,"TOT",1979,0.6,-0.1
Harry Davis,"SAS",1979,0,-0.1
Johnny Davis,"IND",1979,4.4,-0.2
Walter Davis,"PHO",1979,8.3,3.1
Darryl Dawkins,"PHI",1979,5.7,1.4
Paul Dawkins,"UTA",1979,-0.1,-0.5
Greg Deane,"UTA",1979,-0.1,-0.1
Larry Demic,"NYK",1979,-0.1,-1.3
Coby Dietrick,"CHI",1979,2.9,1.2
Leon Douglas,"DET",1979,2.1,0.2
John Drew,"ATL",1979,6.4,0.8
Terry Duerod,"DET",1979,0.7,-1
Mike Dunleavy,"HOU",1979,1.4,-0.2
T.R. Dunn,"POR",1979,3.3,1.1
James Edwards,"IND",1979,6.7,0.7
Bob Elliott,"NJN",1979,0.8,-0.2
Bo Ellis,"DEN",1979,0.9,0
Len Elmore,"KCK",1979,1.5,0.4
Alex English,"TOT",1979,5.3,1.8
Julius Erving,"PHI",1979,12.5,6.5
Earl Evans,"DET",1979,0.1,-0.2
Mike Evans,"SAS",1979,0.1,-0.8
Eric Fernsten,"BOS",1979,1.2,0.2
Chris Ford,"BOS",1979,5.6,2.2
Don Ford,"TOT",1979,1.5,-0.2
Phil Ford,"KCK",1979,6.1,1.1
Walt Frazier,"CLE",1979,0,0
World B. Free,"SDC",1979,8,1.9
Terry Furlow,"TOT",1979,2.8,0.2
Mike Gale,"SAS",1979,2.2,0.6
Gary Garland,"DEN",1979,0.5,-0.4
Gus Gerard,"KCK",1979,1.9,0.2
George Gervin,"SAS",1979,10.6,3.1
John Gianelli,"UTA",1979,-0.4,-0.4
Artis Gilmore,"CHI",1979,5.6,1.9
Jack Givens,"ATL",1979,2.2,0.1
Mike Glenn,"NYK",1979,2.1,-0.1
Glen Gondrezick,"DEN",1979,3.1,1.1
Mike Green,"KCK",1979,0.4,0
Dave Greenwood,"CHI",1979,6.5,1.8
Kevin Grevey,"WSB",1979,3.3,0.7
Paul Griffin,"SAS",1979,4.4,2.2
Bob Gross,"POR",1979,1.7,0.6
Ernie Grunfeld,"KCK",1979,2.5,0.4
Roy Hamilton,"DET",1979,-0.4,-1.1
James Hardy,"UTA",1979,1.8,0.5
Joe Hassett,"IND",1979,2,-0.1
Steve Hawes,"ATL",1979,6,2.1
Elvin Hayes,"WSB",1979,6.2,1.3
Spencer Haywood,"LAL",1979,3.1,-0.2
Gar Heard,"PHO",1979,2.3,0.6
Gerald Henderson,"BOS",1979,1.7,-0.1
Tom Henderson,"HOU",1979,1.3,-0.4
Johnny High,"PHO",1979,1.1,0.1
Armond Hill,"ATL",1979,2.5,-0.3
Darnell Hillman,"GSW",1979,0.3,-0.2
Brad Holland,"LAL",1979,0.3,-0.1
Lionel Hollins,"TOT",1979,0.1,-0.6
Phil Hubbard,"DET",1979,1.6,-0.4
Kim Hughes,"DEN",1979,2.2,1
Geoff Huston,"NYK",1979,-0.3,-1.1
Dan Issel,"DEN",1979,11.5,3.3
Phil Jackson,"NJN",1979,0.5,0
Abdul Jeelani,"POR",1979,3.8,0.7
Cheese Johnson,"GSW",1979,0,-0.1
Clemon Johnson,"IND",1979,3.5,1
Dennis Johnson,"SEA",1979,7.4,2.8
Eddie Johnson1,"ATL",1979,8.2,2.8
George Johnson1,"NJN",1979,2.6,1.7
George Johnson2,"DEN",1979,3.8,1.3
John Johnson,"SEA",1979,4.9,1.9
Magic Johnson,"LAL",1979,10.5,5.3
Marques Johnson,"MIL",1979,11.5,4.8
Mickey Johnson,"IND",1979,7.3,3.6
Ollie Johnson,"CHI",1979,2.3,0
Vinnie Johnson,"SEA",1979,0.2,-0.1
Bobby Jones,"PHI",1979,8.1,2.8
Caldwell Jones,"PHI",1979,3.9,1.2
Dwight Jones,"TOT",1979,2.7,0.2
Major Jones,"HOU",1979,1.3,0.2
Eddie Jordan,"NJN",1979,4.1,1.6
Jeff Judkins,"BOS",1979,1.8,0.1
Rich Kelley,"TOT",1979,4.3,1.8
Greg Kelser,"DET",1979,1.4,0.4
Larry Kenon,"SAS",1979,5.4,1.8
Irv Kiffin,"SAS",1979,-0.6,-0.4
Carl Kilpatrick,"UTA",1979,0,0
Bernard King,"UTA",1979,0,-0.2
Reggie King,"KCK",1979,6.2,1.8
Billy Knight,"IND",1979,5.8,1.2
Toby Knight,"NYK",1979,7.3,2.2
Arvid Kramer,"DEN",1979,-0.1,-0.1
Joel Kramer,"PHO",1979,1.4,0.2
John Kuester,"IND",1979,0.1,-0.1
Kevin Kunnert,"POR",1979,0.2,0
Mitch Kupchak,"WSB",1979,0.2,-0.5
Sam Lacey,"KCK",1979,5.6,3.6
Tom LaGarde,"SEA",1979,2.2,0.2
John Lambert,"CLE",1979,1.8,0.2
Mark Landsberger,"TOT",1979,3.4,-0.4
Bob Lanier,"TOT",1979,7.4,2.6
Allen Leavell,"HOU",1979,4,1.1
Butch Lee,"TOT",1979,-0.2,-0.1
Ron Lee,"TOT",1979,0.8,0.2
John Long,"DET",1979,3.6,1.3
John Lucas,"GSW",1979,5.9,1.3
Maurice Lucas,"TOT",1979,2.4,0.6
Ollie Mack,"TOT",1979,1,-0.1
Moses Malone,"HOU",1979,11.9,3.8
Steve Malovic,"TOT",1979,0.3,-0.2
Pete Maravich,"TOT",1979,0.5,-0.9
Cedric Maxwell,"BOS",1979,12.2,5.1
Scott May,"CHI",1979,2.4,0
Bob McAdoo,"DET",1979,2,0.5
Jim McElroy,"TOT",1979,0.8,-1
George McGinnis,"TOT",1979,1.9,1.4
Billy McKinney,"KCK",1979,2.7,-0.2
Tom McMillen,"ATL",1979,2.9,0.6
John Mengelt,"CHI",1979,0.6,-0.3
Joe Meriweather,"NYK",1979,2.2,0.4
Dave Meyers,"MIL",1979,3.9,1
Mike Mitchell,"CLE",1979,8.3,1.6
Steve Mix,"PHI",1979,5.5,1.2
Paul Mokeski,"HOU",1979,-0.1,-0.2
Sidney Moncrief,"MIL",1979,4.9,1.4
Eric Money,"TOT",1979,0.6,-1
Earl Monroe,"NYK",1979,1.1,-0.6
Calvin Murphy,"HOU",1979,7.2,1.7
Swen Nater,"SDC",1979,6.8,2.2
Calvin Natt,"TOT",1979,7.1,1.7
Mike Newlin,"NJN",1979,6.5,1.8
Norm Nixon,"LAL",1979,6.7,0.9
Sylvester Norris,"SAS",1979,-0.2,-0.2
Mark Olberding,"SAS",1979,3.1,0.9
John Olive,"SDC",1979,-0.1,-0.1
Tom Owens,"POR",1979,6.9,2
Robert Parish,"GSW",1979,4.6,1.2
Sonny Parker,"GSW",1979,6.8,3.4
Billy Paultz,"TOT",1979,4,1.6
Jim Paxson,"POR",1979,0.3,-1
Wiley Peck,"SAS",1979,0.3,-0.2
Sam Pellom,"ATL",1979,0.7,0
Roger Phegley,"TOT",1979,2.6,-0.4
Stan Pietkiewicz,"SDC",1979,1,-0.1
Ben Poquette,"UTA",1979,4.9,1.3
Kevin Porter,"WSB",1979,1.8,-1.2
Clifford Ray,"GSW",1979,1.9,0.5
Marlon Redmond,"KCK",1979,0.3,-0.2
Robert Reid,"HOU",1979,4.9,2.5
Kevin Restani,"SAS",1979,3.5,0.8
Clint Richardson,"PHI",1979,1.1,-0.3
Micheal Ray Richardson,"NYK",1979,6,4.4
Anthony Roberts,"DEN",1979,0.1,-0.4
Rick Robey,"BOS",1979,5.5,0.9
Cliff Robinson,"NJN",1979,3.6,0.3
Jackie Robinson,"DET",1979,0.2,0
Truck Robinson,"PHO",1979,6,0.6
Bill Robinzine,"KCK",1979,5.5,1
Dave Robisch,"CLE",1979,8.6,3
John Roche,"DEN",1979,4.2,-0.5
Tree Rollins,"ATL",1979,9.2,3.9
Dan Roundfield,"ATL",1979,9.1,4.3
Campy Russell,"CLE",1979,1.8,1.1
Alvin Scott,"PHO",1979,1.7,0.3
Charlie Scott,"DEN",1979,-1.4,-1.8
Lonnie Shelton,"SEA",1979,7.5,2.6
Purvis Short,"GSW",1979,3.7,0.8
John Shumate,"TOT",1979,3.5,0.7
Jack Sikma,"SEA",1979,8.6,2.8
James Silas,"SAS",1979,5.5,0.4
Paul Silas,"SEA",1979,2.2,-0.1
Ralph Simpson,"NJN",1979,-0.1,0
Al Skinner,"PHI",1979,0,0
Bingo Smith,"TOT",1979,2.1,-0.7
Phil Smith,"GSW",1979,2.2,0.3
Randy Smith,"CLE",1979,4.2,1.3
Robert Smith,"TOT",1979,1.4,-0.4
Sam Smith,"CHI",1979,0.8,0
Willie Smith,"CLE",1979,1,0.4
Ricky Sobers,"CHI",1979,2.4,0.5
Jim Spanarkel,"PHI",1979,0.4,-0.2
Larry Steele,"POR",1979,0.5,0
Earl Tatum,"CLE",1979,0,-0.1
Brian Taylor,"SDC",1979,5.6,2.2
Reggie Theus,"CHI",1979,6.9,2.7
David Thompson,"DEN",1979,3,0.6
Rudy Tomjanovich,"HOU",1979,3.6,0.5
Bernard Toone,"PHI",1979,-0.1,-0.1
Raymond Townsend,"GSW",1979,0.4,-0.6
Dave Twardzik,"POR",1979,3.7,0.5
Terry Tyler,"DET",1979,3.4,1.6
Wes Unseld,"WSB",1979,8.4,4.8
Jan van Breda Kolff,"NJN",1979,3.9,1.5
Andre Wakefield,"UTA",1979,-0.2,-0.1
Foots Walker,"CLE",1979,6.1,2.4
Wally Walker,"SEA",1979,2,0
Bill Walton,"SDC",1979,0.8,0.3
Lloyd Walton,"MIL",1979,1.1,-1
Kermit Washington,"POR",1979,9.1,3.9
Richard Washington,"MIL",1979,2,-0.1
Nick Weatherspoon,"SDC",1979,0.1,-0.7
Marvin Webster,"NYK",1979,0.2,-0.2
Scott Wedman,"KCK",1979,7.1,2.4
Paul Westphal,"PHO",1979,10.5,2.9
Jo Jo White,"GSW",1979,1.5,-0.3
Rudy White,"HOU",1979,0.1,-0.1
Jerome Whitehead,"TOT",1979,0.2,-0.4
Sidney Wicks,"SDC",1979,-0.1,0.3
Bob Wilkerson,"DEN",1979,0.2,-0.8
Jamaal Wilkes,"LAL",1979,10,3.1
Duck Williams,"UTA",1979,-0.3,-1.1
Freeman Williams,"SDC",1979,4.1,0
Gus Williams,"SEA",1979,11.6,4.5
Ray Williams,"NYK",1979,8.2,3.9
Sly Williams,"NYK",1979,-0.1,-0.6
John Williamson,"TOT",1979,1.3,-0.7
Bill Willoughby,"CLE",1979,3,0.6
Bubba Wilson,"GSW",1979,-0.2,-0.2
Rick Wilson,"ATL",1979,-0.2,-0.1
Brian Winters,"MIL",1979,6.2,1.4
Larry Wright,"WSB",1979,1.8,0
Tony Zeno,"IND",1979,-0.2,-0.2
Kareem Abdul-Jabbar,"LAL",1980,14.3,5.4
Tom Abernethy,"TOT",1980,0.4,-0.1
Alvan Adams,"PHO",1980,7.7,3.8
Darrell Allums,"DAL",1980,-0.3,-0.2
Tiny Archibald,"BOS",1980,6.9,0.5
Dennis Awtrey,"SEA",1980,0.6,-0.1
James Bailey,"SEA",1980,4.9,1.2
Greg Ballard,"WSB",1980,6.9,3.1
Mike Bantom,"IND",1980,4.4,1.6
Billy Ray Bates,"POR",1980,3.6,0.5
Mel Bennett,"UTA",1980,0.3,-0.3
Kent Benson,"DET",1980,3.1,1.1
Henry Bibby,"SDC",1980,1,-0.5
Larry Bird,"BOS",1980,10.8,5.8
Otis Birdsong,"KCK",1980,8.2,2.8
Norman Black,"DET",1980,-0.1,-0.1
Ron Boone,"UTA",1980,-0.6,-1.2
Winford Boynes,"DAL",1980,-1.4,-1.2
Dudley Bradley,"IND",1980,3.9,1.8
Mike Bratz,"CLE",1980,2.1,0.5
Jim Brewer,"LAL",1980,2.2,0.8
Ron Brewer,"TOT",1980,1.4,-0.8
Junior Bridgeman,"MIL",1980,6.7,1.2
Allan Bristow,"UTA",1980,2.7,0.6
